Filing Date,Company,CUSIP,Value (x1000 USD),Shares
09-30-2020,GETTY RLTY CORP NEW,374297109,3219,123745
09-30-2020,GETTY RLTY CORP NEW,374297109,1352,51976
09-30-2020,GETTY RLTY CORP NEW,374297109,113,4347
09-30-2020,GETTY RLTY CORP NEW,374297109,585,22484
09-30-2020,GETTY RLTY CORP NEW,374297109,5315,204326
09-30-2020,GETTY RLTY CORP NEW,374297109,110,4229
09-30-2020,GETTY RLTY CORP NEW,374297109,76,2913
09-30-2020,GEVO INC,374396406,0,262
09-30-2020,GEVO INC,374396406,8,7819
09-30-2020,GFL ENVIRONMENTAL INC,36168Q104,6989,328727
09-30-2020,GFL ENVIRONMENTAL INC,36168Q104,30575,1438153
09-30-2020,GFL ENVIRONMENTAL INC,36168Q104,21,1005
09-30-2020,GFL ENVIRONMENTAL INC,36168Q104,27616,1298949
09-30-2020,GIBRALTAR INDS INC,374689107,2266,34790
09-30-2020,GIBRALTAR INDS INC,374689107,21,321
09-30-2020,GIBRALTAR INDS INC,374689107,42,642
09-30-2020,GIBRALTAR INDS INC,374689107,10030,153977
09-30-2020,GIBRALTAR INDS INC,374689107,4747,72880
09-30-2020,GIBRALTAR INDS INC,374689107,225340,3459315
09-30-2020,GIBRALTAR INDS INC,374689107,63071,968231
09-30-2020,GIBRALTAR INDS INC,374689107,70,1078
09-30-2020,GIBRALTAR INDS INC,374689107,1551,23817
09-30-2020,GIBRALTAR INDS INC,374689107,277,4247
09-30-2020,GIBRALTAR INDS INC,374689107,3243,49791
09-30-2020,GIBRALTAR INDS INC,374689107,219,3365
09-30-2020,GIGCAPITAL3 INC,37519D107,62,6229
09-30-2020,GILDAN ACTIVEWEAR INC,375916103,23542,1196828
09-30-2020,GILDAN ACTIVEWEAR INC,375916103,24902,1265970
09-30-2020,GILDAN ACTIVEWEAR INC,375916103,827,42040
09-30-2020,GILDAN ACTIVEWEAR INC,375916103,1028,52260
09-30-2020,GILDAN ACTIVEWEAR INC,375916103,6594,335241
09-30-2020,GILEAD SCIENCES INC,375558103,231405,3662053
09-30-2020,GILEAD SCIENCES INC,375558103,41260,652955
09-30-2020,GILEAD SCIENCES INC,375558103,94066,1488622
09-30-2020,GILEAD SCIENCES INC,375558103,9701,153524
09-30-2020,GILEAD SCIENCES INC,375558103,10057,159160
09-30-2020,GILEAD SCIENCES INC,375558103,17,266
09-30-2020,GILEAD SCIENCES INC,375558103,220241,3485372
09-30-2020,GILEAD SCIENCES INC,375558103,226365,3582290
09-30-2020,GILEAD SCIENCES INC,375558103,3067987,48551786
09-30-2020,GILEAD SCIENCES INC,375558103,2075565,32846421
09-30-2020,GILEAD SCIENCES INC,375558103,62336,986488
09-30-2020,GILEAD SCIENCES INC,375558103,95314,1508376
09-30-2020,GILEAD SCIENCES INC,375558103,509967,8070372
09-30-2020,GILEAD SCIENCES INC,375558103,15574,246464
09-30-2020,GILEAD SCIENCES INC,375558103,22977,363617
09-30-2020,GILEAD SCIENCES INC,375558103,537565,8507120
09-30-2020,GILEAD SCIENCES INC,375558103,26376,417406
09-30-2020,GILEAD SCIENCES INC,375558103,15737,249048
09-30-2020,GILEAD SCIENCES INC,375558103,110001,1740804
09-30-2020,GILEAD SCIENCES INC,375558103,68503,1084084
09-30-2020,GILEAD SCIENCES INC,375558103,1743,27576
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,5422,169187
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,15,480
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,62,1950
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,18530,578148
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,12119,378136
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,204812,6390389
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,107123,3342375
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,342,10676
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,39,1223
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,2193,68438
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,424,13226
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,1448,45180
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,149,4641
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,168,5249
09-30-2020,GLACIER BANCORP INC NEW,37637Q105,287,8941
09-30-2020,GLADSTONE CAPITAL CORP,376535100,1547,208758
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,661,39242
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,11,648
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,2223,131909
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,1117,66275
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,20328,1206435
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,16961,1006612
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,31,1846
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,972,57678
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,76,4513
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,329,19528
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,288,17083
09-30-2020,GLADSTONE COMMERCIAL CORP,376536108,56,3335
09-30-2020,GLADSTONE INVT CORP,376546107,1853,203605
09-30-2020,GLADSTONE LD CORP,376549101,252,16809
09-30-2020,GLADSTONE LD CORP,376549101,5,366
09-30-2020,GLADSTONE LD CORP,376549101,1,88
09-30-2020,GLADSTONE LD CORP,376549101,1081,71963
09-30-2020,GLADSTONE LD CORP,376549101,507,33750
09-30-2020,GLADSTONE LD CORP,376549101,10005,666114
09-30-2020,GLADSTONE LD CORP,376549101,7551,502754
09-30-2020,GLADSTONE LD CORP,376549101,16,1062
09-30-2020,GLATFELTER,377316104,746,54199
09-30-2020,GLATFELTER,377316104,3,208
09-30-2020,GLATFELTER,377316104,12,884
09-30-2020,GLATFELTER,377316104,2843,206435
09-30-2020,GLATFELTER,377316104,1169,84889
09-30-2020,GLATFELTER,377316104,65338,4744942
09-30-2020,GLATFELTER,377316104,18451,1339907
09-30-2020,GLATFELTER,377316104,257,18694
09-30-2020,GLATFELTER,377316104,86,6245
09-30-2020,GLATFELTER,377316104,966,70172
09-30-2020,GLATFELTER,377316104,69,5010
09-30-2020,GLAUKOS CORP,377322102,1295,26157
09-30-2020,GLAUKOS CORP,377322102,8,161
09-30-2020,GLAUKOS CORP,377322102,44,896
09-30-2020,GLAUKOS CORP,377322102,10155,205069
09-30-2020,GLAUKOS CORP,377322102,3921,79179
09-30-2020,GLAUKOS CORP,377322102,244765,4942751
09-30-2020,GLAUKOS CORP,377322102,61497,1241865
09-30-2020,GLAUKOS CORP,377322102,26,531
09-30-2020,GLAUKOS CORP,377322102,1005,20302
09-30-2020,GLAUKOS CORP,377322102,277,5594
09-30-2020,GLAUKOS CORP,377322102,4190,84617
09-30-2020,GLAUKOS CORP,377322102,50,1003
09-30-2020,GLAUKOS CORP,377322102,65,1312
09-30-2020,GLAUKOS CORP,377322102,225,4546
09-30-2020,GLAXOSMITHKLINE PLC,37733W105,22181,589281
09-30-2020,GLEN BURNIE BANCORP,377407101,6,598
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,6852,124270
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,18,326
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,64,1163
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,1768,32057
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,5380,97567
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,76908,1394770
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,87159,1580681
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,41,752
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,1697,30774
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,414,7510
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,2005,36355
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,63,1142
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,63,1148
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,102,1851
09-30-2020,GLOBAL BLOOD THERAPEUTICS IN,37890U108,310,5619
09-30-2020,GLOBAL CORD BLOOD CORPORATIO,G39342103,142,40237
09-30-2020,GLOBAL INDEMNITY GROUP LLC,37959R103,605,29112
09-30-2020,GLOBAL INDEMNITY GROUP LLC,37959R103,29,1404
09-30-2020,GLOBAL INDEMNITY GROUP LLC,37959R103,22,1038
09-30-2020,GLOBAL INDEMNITY GROUP LLC,37959R103,18,871
09-30-2020,GLOBAL MED REIT INC,37954A204,736,54504
09-30-2020,GLOBAL MED REIT INC,37954A204,9,695
09-30-2020,GLOBAL MED REIT INC,37954A204,2171,160846
09-30-2020,GLOBAL MED REIT INC,37954A204,1082,80127
09-30-2020,GLOBAL MED REIT INC,37954A204,20903,1548393
09-30-2020,GLOBAL MED REIT INC,37954A204,16095,1192253
09-30-2020,GLOBAL MED REIT INC,37954A204,30,2221
09-30-2020,GLOBAL MED REIT INC,37954A204,1361,100816
09-30-2020,GLOBAL MED REIT INC,37954A204,79,5843
09-30-2020,GLOBAL MED REIT INC,37954A204,106,7856
09-30-2020,GLOBAL NET LEASE INC,379378201,2198,138251
09-30-2020,GLOBAL NET LEASE INC,379378201,1040,65408
09-30-2020,GLOBAL NET LEASE INC,379378201,1793,112741
09-30-2020,GLOBAL NET LEASE INC,379378201,6383,401436
09-30-2020,GLOBAL NET LEASE INC,379378201,5391,339048
09-30-2020,GLOBAL NET LEASE INC,379378201,159536,10033697
09-30-2020,GLOBAL NET LEASE INC,379378201,54970,3457228
09-30-2020,GLOBAL NET LEASE INC,379378201,101,6334
09-30-2020,GLOBAL NET LEASE INC,379378201,1438,90450
09-30-2020,GLOBAL NET LEASE INC,379378201,195,12250
09-30-2020,GLOBAL NET LEASE INC,379378201,1080,67927
09-30-2020,GLOBAL NET LEASE INC,379378201,170,10703
09-30-2020,GLOBAL PMTS INC,37940X102,124073,698686
09-30-2020,GLOBAL PMTS INC,37940X102,25709,144775
09-30-2020,GLOBAL PMTS INC,37940X102,46158,259927
09-30-2020,GLOBAL PMTS INC,37940X102,173,976
09-30-2020,GLOBAL PMTS INC,37940X102,5231,29459
09-30-2020,GLOBAL PMTS INC,37940X102,108359,610200
09-30-2020,GLOBAL PMTS INC,37940X102,116061,653568
09-30-2020,GLOBAL PMTS INC,37940X102,987112,5558688
09-30-2020,GLOBAL PMTS INC,37940X102,1229575,6924064
09-30-2020,GLOBAL PMTS INC,37940X102,36336,204618
09-30-2020,GLOBAL PMTS INC,37940X102,60688,341748
09-30-2020,GLOBAL PMTS INC,37940X102,235261,1324815
09-30-2020,GLOBAL PMTS INC,37940X102,10358,58327
09-30-2020,GLOBAL PMTS INC,37940X102,123,692
09-30-2020,GLOBAL PMTS INC,37940X102,233968,1317537
09-30-2020,GLOBAL PMTS INC,37940X102,13909,78328
09-30-2020,GLOBAL PMTS INC,37940X102,56946,320678
09-30-2020,GLOBAL PMTS INC,37940X102,31088,175064
09-30-2020,GLOBAL PMTS INC,37940X102,1219,6866
09-30-2020,GLOBAL PMTS INC,37940X102,888,5000
09-30-2020,GLOBAL PMTS INC,37940X102,10353,58300
09-30-2020,GLOBAL PMTS INC,37940X102,64515,363300
09-30-2020,GLOBAL PMTS INC,37940X102,4671,26300
09-30-2020,GLOBAL PMTS INC,37940X102,657,3700
09-30-2020,GLOBAL PMTS INC,37940X102,30757,173200
09-30-2020,GLOBAL SELF STORAGE INC,37955N106,8,1956
09-30-2020,GLOBAL SELF STORAGE INC,37955N106,139,34590
09-30-2020,GLOBAL SHIP LEASE INC NEW,Y27183600,59,8621
09-30-2020,GLOBAL WTR RES INC,379463102,51,4764
09-30-2020,GLOBAL WTR RES INC,379463102,483,44785
09-30-2020,GLOBAL WTR RES INC,379463102,242,22465
09-30-2020,GLOBAL WTR RES INC,379463102,4235,392890
09-30-2020,GLOBAL WTR RES INC,379463102,1459,135302
09-30-2020,GLOBAL X FDS,37954Y855,1,22
09-30-2020,GLOBALSTAR INC,378973408,62,200537
09-30-2020,GLOBALSTAR INC,378973408,1,2511
09-30-2020,GLOBALSTAR INC,378973408,1189,3875736
09-30-2020,GLOBALSTAR INC,378973408,3432,11187045
09-30-2020,GLOBALSTAR INC,378973408,10,32798
09-30-2020,GLOBALSTAR INC,378973408,18,59904
09-30-2020,GLOBALSTAR INC,378973408,20,66570
09-30-2020,GLOBALSTAR INC,378973408,12,38874
09-30-2020,GLOBANT S A,L44385109,27017,150745
09-30-2020,GLOBANT S A,L44385109,2752,15353
09-30-2020,GLOBANT S A,L44385109,780,4353
09-30-2020,GLOBANT S A,L44385109,91,505
09-30-2020,GLOBANT S A,L44385109,6802,37951
09-30-2020,GLOBANT S A,L44385109,182163,1016422
09-30-2020,GLOBANT S A,L44385109,176958,987380
09-30-2020,GLOBANT S A,L44385109,142805,796815
09-30-2020,GLOBANT S A,L44385109,3637,20295
09-30-2020,GLOBANT S A,L44385109,19872,110880
09-30-2020,GLOBANT S A,L44385109,671,3743
09-30-2020,GLOBANT S A,L44385109,33166,185057
09-30-2020,GLOBANT S A,L44385109,192,1073
09-30-2020,GLOBANT S A,L44385109,62429,348335
09-30-2020,GLOBANT S A,L44385109,41,231
09-30-2020,GLOBE LIFE INC,37959E102,21389,267694
09-30-2020,GLOBE LIFE INC,37959E102,3979,49800
09-30-2020,GLOBE LIFE INC,37959E102,12010,150316
09-30-2020,GLOBE LIFE INC,37959E102,118,1479
09-30-2020,GLOBE LIFE INC,37959E102,1118,13988
09-30-2020,GLOBE LIFE INC,37959E102,24284,303930
09-30-2020,GLOBE LIFE INC,37959E102,7622,95400
09-30-2020,GLOBE LIFE INC,37959E102,178148,2229636
09-30-2020,GLOBE LIFE INC,37959E102,208061,2604023
09-30-2020,GLOBE LIFE INC,37959E102,5520,69081
09-30-2020,GLOBE LIFE INC,37959E102,9472,118546
09-30-2020,GLOBE LIFE INC,37959E102,42925,537231
09-30-2020,GLOBE LIFE INC,37959E102,1611,20161
09-30-2020,GLOBE LIFE INC,37959E102,1705,21336
09-30-2020,GLOBE LIFE INC,37959E102,33558,419998
09-30-2020,GLOBE LIFE INC,37959E102,2990,37423
09-30-2020,GLOBE LIFE INC,37959E102,442,5533
09-30-2020,GLOBE LIFE INC,37959E102,6382,79874
09-30-2020,GLOBE LIFE INC,37959E102,178,2222
09-30-2020,GLOBUS MED INC,379577208,10033,202609
09-30-2020,GLOBUS MED INC,379577208,25,505
09-30-2020,GLOBUS MED INC,379577208,72,1460
09-30-2020,GLOBUS MED INC,379577208,10228,206536
09-30-2020,GLOBUS MED INC,379577208,6090,122986
09-30-2020,GLOBUS MED INC,379577208,199375,4026158
09-30-2020,GLOBUS MED INC,379577208,122566,2475075
09-30-2020,GLOBUS MED INC,379577208,562,11351
09-30-2020,GLOBUS MED INC,379577208,38,763
09-30-2020,GLOBUS MED INC,379577208,3862,77990
09-30-2020,GLOBUS MED INC,379577208,517,10446
09-30-2020,GLOBUS MED INC,379577208,2595,52400
09-30-2020,GLOBUS MED INC,379577208,72,1445
09-30-2020,GLOBUS MED INC,379577208,100,2014
09-30-2020,GLOBUS MED INC,379577208,103,2087
09-30-2020,GLOBUS MED INC,379577208,384,7756
09-30-2020,GLU MOBILE INC,379890106,814,105997
09-30-2020,GLU MOBILE INC,379890106,4,561
09-30-2020,GLU MOBILE INC,379890106,21,2732
09-30-2020,GLU MOBILE INC,379890106,5446,709637
09-30-2020,GLU MOBILE INC,379890106,2932,382082
09-30-2020,GLU MOBILE INC,379890106,119118,15520320
09-30-2020,GLU MOBILE INC,379890106,31271,4074361
09-30-2020,GLU MOBILE INC,379890106,30,3845
09-30-2020,GLU MOBILE INC,379890106,423,55158
09-30-2020,GLU MOBILE INC,379890106,132,17257
09-30-2020,GLU MOBILE INC,379890106,1749,227850
09-30-2020,GLU MOBILE INC,379890106,150,19538
09-30-2020,GLYCOMIMETICS INC,38000Q102,149,48618
09-30-2020,GLYCOMIMETICS INC,38000Q102,2,726
09-30-2020,GLYCOMIMETICS INC,38000Q102,396,129136
09-30-2020,GLYCOMIMETICS INC,38000Q102,196,63839
09-30-2020,GLYCOMIMETICS INC,38000Q102,4897,1594954
09-30-2020,GLYCOMIMETICS INC,38000Q102,3303,1075763
09-30-2020,GLYCOMIMETICS INC,38000Q102,37,12166
09-30-2020,GLYCOMIMETICS INC,38000Q102,30,9723
09-30-2020,GMS INC,36251C103,1151,47749
09-30-2020,GMS INC,36251C103,6,259
09-30-2020,GMS INC,36251C103,16,675
09-30-2020,GMS INC,36251C103,4766,197765
09-30-2020,GMS INC,36251C103,2575,106852
09-30-2020,GMS INC,36251C103,109016,4523483
09-30-2020,GMS INC,36251C103,29835,1237972
09-30-2020,GMS INC,36251C103,1034,42922
09-30-2020,GMS INC,36251C103,170,7041
09-30-2020,GMS INC,36251C103,1609,66762
09-30-2020,GMS INC,36251C103,108,4493
09-30-2020,GODADDY INC,380237107,40401,531802
09-30-2020,GODADDY INC,380237107,6070,79904
09-30-2020,GODADDY INC,380237107,1367,17989
09-30-2020,GODADDY INC,380237107,59,780
09-30-2020,GODADDY INC,380237107,1160,15273
09-30-2020,GODADDY INC,380237107,101621,1337649
09-30-2020,GODADDY INC,380237107,58190,765956
09-30-2020,GODADDY INC,380237107,199631,2627765
09-30-2020,GODADDY INC,380237107,331712,4366361
09-30-2020,GODADDY INC,380237107,9369,123320
09-30-2020,GODADDY INC,380237107,13019,171373
09-30-2020,GODADDY INC,380237107,46172,607760
09-30-2020,GODADDY INC,380237107,2576,33902
09-30-2020,GODADDY INC,380237107,3071,40426
09-30-2020,GODADDY INC,380237107,33614,442458
09-30-2020,GODADDY INC,380237107,3439,45263
09-30-2020,GODADDY INC,380237107,6610,87009
09-30-2020,GODADDY INC,380237107,7098,93426
09-30-2020,GODADDY INC,380237107,329,4331
09-30-2020,GOGO INC,38046C109,193,20885
09-30-2020,GOGO INC,38046C109,12,1254
09-30-2020,GOGO INC,38046C109,2071,224082
09-30-2020,GOGO INC,38046C109,973,105322
09-30-2020,GOGO INC,38046C109,16688,1806031
09-30-2020,GOGO INC,38046C109,13410,1451310
09-30-2020,GOHEALTH INC,38046W105,1478,113486
09-30-2020,GOHEALTH INC,38046W105,841,64556
09-30-2020,GOHEALTH INC,38046W105,16546,1270362
09-30-2020,GOHEALTH INC,38046W105,164,12580
09-30-2020,GOHEALTH INC,38046W105,5343,410224
09-30-2020,GOHEALTH INC,38046W105,11531,885321
09-30-2020,GOHEALTH INC,38046W105,8195,629177
09-30-2020,GOL LINHAS AEREAS INTELIGENT,38045R206,111,18238
09-30-2020,GOL LINHAS AEREAS INTELIGENT,38045R206,2270,372163
09-30-2020,GOL LINHAS AEREAS INTELIGENT,38045R206,11007,1804395
09-30-2020,GOLAR LNG LTD,G9456A100,701,115834
09-30-2020,GOLAR LNG LTD,G9456A100,10,1632
09-30-2020,GOLAR LNG LTD,G9456A100,2002,330572
09-30-2020,GOLAR LNG LTD,G9456A100,2602,429763
09-30-2020,GOLAR LNG LTD,G9456A100,16425,2712552
09-30-2020,GOLAR LNG LTD,G9456A100,8390,1385670
09-30-2020,GOLAR LNG LTD,G9456A100,142,23381
09-30-2020,GOLAR LNG LTD,G9456A100,559,92384
09-30-2020,GOLAR LNG PARTNERS LP,Y2745C102,25,12491
09-30-2020,GOLD FIELDS LTD,38059T106,4191,341006
09-30-2020,GOLD FIELDS LTD,38059T106,42400,3449986
09-30-2020,GOLD FIELDS LTD,38059T106,1492,121418
09-30-2020,GOLD FIELDS LTD,38059T106,801,65189
09-30-2020,GOLD FIELDS LTD,38059T106,1004,81667
09-30-2020,GOLD FIELDS LTD,38059T106,17917,1457835
09-30-2020,GOLD FIELDS LTD,38059T106,3648,296820
09-30-2020,GOLD FIELDS LTD,38059T106,35057,2852494
09-30-2020,GOLD FIELDS LTD,38059T106,8753,712205
09-30-2020,GOLD FIELDS LTD,38059T106,96505,7852353
09-30-2020,GOLD FIELDS LTD,38059T106,230,18676
09-30-2020,GOLD FIELDS LTD,38059T106,101505,8259178
09-30-2020,GOLD RESOURCE CORP,38068T105,252,73777
09-30-2020,GOLD RESOURCE CORP,38068T105,3,963
09-30-2020,GOLD RESOURCE CORP,38068T105,863,253063
09-30-2020,GOLD RESOURCE CORP,38068T105,368,107800
09-30-2020,GOLD RESOURCE CORP,38068T105,7287,2136861
09-30-2020,GOLD RESOURCE CORP,38068T105,6859,2011305
09-30-2020,GOLDEN ENTMT INC,381013101,144,10409
09-30-2020,GOLDEN ENTMT INC,381013101,6,463
09-30-2020,GOLDEN ENTMT INC,381013101,882,63751
09-30-2020,GOLDEN ENTMT INC,381013101,1202,86897
09-30-2020,GOLDEN ENTMT INC,381013101,7792,563445
09-30-2020,GOLDEN ENTMT INC,381013101,7683,555562
09-30-2020,GOLDEN ENTMT INC,381013101,47,3391
09-30-2020,GOLDEN MINERALS CO,381119106,31,72864
09-30-2020,GOLDFIELD CORP,381370105,21,4952
09-30-2020,GOLDFIELD CORP,381370105,328,77601
09-30-2020,GOLDFIELD CORP,381370105,1484,350739
09-30-2020,GOLDMAN SACHS BDC INC,38147U107,3756,249766
09-30-2020,GOLDMAN SACHS ETF TR,381430107,5,167
09-30-2020,GOLDMAN SACHS ETF TR,381430206,0,10
09-30-2020,GOLDMAN SACHS ETF TR,381430206,2,48
09-30-2020,GOLDMAN SACHS ETF TR,381430503,40,594
09-30-2020,GOLDMAN SACHS ETF TR,381430503,11,159
09-30-2020,GOLDMAN SACHS ETF TR,381430529,0,4
09-30-2020,GOLDMAN SACHS ETF TR,381430529,13,126
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,177156,881506
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,30069,149618
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,60531,301196
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,219,1092
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,8154,40573
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,165222,822125
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,12017,59795
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,1377480,6854159
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,1586826,7895834
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,46709,232416
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,78537,390791
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,284188,1414081
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,12950,64439
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,437,2176
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,274376,1365257
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,14571,72503
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,11162,55542
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,19108,95079
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,48876,243201
09-30-2020,GOLDMAN SACHS GROUP INC,38141G104,1453,7232
09-30-2020,GOLUB CAP BDC INC,38173M102,13274,1002585
09-30-2020,GOOD TIMES RESTAURANTS INC,382140879,11,7828
09-30-2020,GOOD TIMES RESTAURANTS INC,382140879,47,31856
09-30-2020,GOODRICH PETE CORP,382410843,46,5974
09-30-2020,GOODRICH PETE CORP,382410843,248,32295
09-30-2020,GOODRICH PETE CORP,382410843,130,16897
09-30-2020,GOODRICH PETE CORP,382410843,2437,316886
09-30-2020,GOODRICH PETE CORP,382410843,650,84492
09-30-2020,GOODRX HLDGS INC,38246G108,1840,33099
09-30-2020,GOODRX HLDGS INC,38246G108,121,2185
09-30-2020,GOODRX HLDGS INC,38246G108,1875,33716
09-30-2020,GOODRX HLDGS INC,38246G108,30200,543157
09-30-2020,GOODRX HLDGS INC,38246G108,116,2095
09-30-2020,GOODRX HLDGS INC,38246G108,50,891
09-30-2020,GOODRX HLDGS INC,38246G108,79,1414
09-30-2020,GOODRX HLDGS INC,38246G108,901,16207
09-30-2020,GOODRX HLDGS INC,38246G108,6932,124668
09-30-2020,GOODRX HLDGS INC,38246G108,18,331
09-30-2020,GOODRX HLDGS INC,38246G108,19804,356195
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,2839,370160
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,8,1090
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,114,14864
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,10538,1373911
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,3276,427168
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,113763,14832242
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,62119,8098970
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,114,14875
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,910,118590
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,236,30705
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,689,89885
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,269,35049
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,40,5260
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,1191,155262
09-30-2020,GOODYEAR TIRE & RUBR CO,382550101,206,26864
09-30-2020,GOOSEHEAD INS INC,38267D109,1275,14721
09-30-2020,GOOSEHEAD INS INC,38267D109,13,146
09-30-2020,GOOSEHEAD INS INC,38267D109,20,230
09-30-2020,GOOSEHEAD INS INC,38267D109,4156,47999
09-30-2020,GOOSEHEAD INS INC,38267D109,2029,23438
09-30-2020,GOOSEHEAD INS INC,38267D109,34628,399912
09-30-2020,GOOSEHEAD INS INC,38267D109,34052,393260
09-30-2020,GOOSEHEAD INS INC,38267D109,16,187
09-30-2020,GOOSEHEAD INS INC,38267D109,900,10394
09-30-2020,GOOSEHEAD INS INC,38267D109,161,1854
09-30-2020,GOOSEHEAD INS INC,38267D109,540,6236
09-30-2020,GOOSEHEAD INS INC,38267D109,38,435
09-30-2020,GOOSEHEAD INS INC,38267D109,40,459
09-30-2020,GOOSEHEAD INS INC,38267D109,123,1424
09-30-2020,GOPRO INC,38268T103,388,85580
09-30-2020,GOPRO INC,38268T103,3,738
09-30-2020,GOPRO INC,38268T103,10,2191
09-30-2020,GOPRO INC,38268T103,2219,489871
09-30-2020,GOPRO INC,38268T103,1207,266365
09-30-2020,GOPRO INC,38268T103,17915,3954730
09-30-2020,GOPRO INC,38268T103,17270,3812293
09-30-2020,GOPRO INC,38268T103,10,2117
09-30-2020,GOPRO INC,38268T103,14,3049
09-30-2020,GOPRO INC,38268T103,82,18026
09-30-2020,GOPRO INC,38268T103,245,54163
09-30-2020,GOPRO INC,38268T103,83,18388
09-30-2020,GORES HLDGS IV INC,382865103,1502,145720
09-30-2020,GORMAN RUPP CO,383082104,588,19952
09-30-2020,GORMAN RUPP CO,383082104,371,12588
09-30-2020,GORMAN RUPP CO,383082104,1916,65028
09-30-2020,GORMAN RUPP CO,383082104,905,30707
09-30-2020,GORMAN RUPP CO,383082104,16112,546904
09-30-2020,GORMAN RUPP CO,383082104,16196,549747
09-30-2020,GORMAN RUPP CO,383082104,42,1425
09-30-2020,GORMAN RUPP CO,383082104,125,4248
09-30-2020,GORMAN RUPP CO,383082104,3730,126605
09-30-2020,GORMAN RUPP CO,383082104,51,1715
09-30-2020,GOSSAMER BIO INC,38341P102,766,61713
09-30-2020,GOSSAMER BIO INC,38341P102,16,1303
